controller,scenario,pc1,pc2,action,abs_action
FLC,steady_state_efficiency_probe,-0.6302295869909307,-0.21715990660459528,0.1927167629238789,0.1927167629238789
FLC,steady_state_efficiency_probe,-1.1105263295786876,-0.23942874328171335,0.0934061192629882,0.0934061192629882
FLC,steady_state_efficiency_probe,-1.589542609884885,-0.19304718935122075,0.0507123312287242,0.0507123312287242
FLC,steady_state_efficiency_probe,-2.077873916665034,-0.10175624838195417,0.0395041875262693,0.0395041875262693
FLC,steady_state_efficiency_probe,-2.5828147551435956,0.014970297500354527,0.0393757810986762,0.0393757810986762
FLC,steady_state_efficiency_probe,-3.1082913797377736,0.14641174917616886,0.0393757810986762,0.0393757810986762
FLC,steady_state_efficiency_probe,-3.650729530556584,0.29222770475608223,0.0393757810986762,0.0393757810986762
FLC,sudden_load_increase_5pct,1.4554568089868198,0.16362403764832906,0.8,0.8
FLC,sudden_load_increase_5pct,1.657609314054268,0.1713151817859848,0.8,0.8
FLC,sudden_load_increase_5pct,1.77475977569893,0.17091412048440877,0.8,0.8
FLC,sudden_load_increase_5pct,1.818734284167402,0.16646885887011537,0.8,0.8
FLC,sudden_load_increase_5pct,1.8024557843578146,0.16137396375924465,0.8,0.8
FLC,sudden_load_increase_5pct,1.734834875323515,0.15812412600420714,0.8,0.8
FLC,sudden_load_increase_5pct,1.6189399017641017,0.15283537939448452,0.7940372668974592,0.7940372668974592
FLC,sudden_load_increase_5pct,1.4638860256609805,0.15369135620871544,0.7890771881903064,0.7890771881903064
FLC,sudden_load_increase_5pct,1.215936782958899,0.0723748928967029,0.6927167629238788,0.6927167629238788
FLC,sudden_load_increase_5pct,0.9251615462137466,-0.005135205094140672,0.5927167629238789,0.5927167629238789
FLC,sudden_load_increase_5pct,0.5940964485312586,-0.07405303265940222,0.4927167629238789,0.4927167629238789
FLC,sudden_load_increase_5pct,0.22369394176570742,-0.13313103868611403,0.3927167629238789,0.3927167629238789
FLC,sudden_load_increase_5pct,-0.1848630302179565,-0.1811905768247654,0.2927167629238789,0.2927167629238789
FLC,sudden_load_increase_5pct,-0.6302295869909307,-0.21715990660459528,0.1927167629238789,0.1927167629238789
FLC,sudden_load_increase_5pct,-1.1105263295786876,-0.23942874328171335,0.0934061192629882,0.0934061192629882
FLC,sudden_load_increase_5pct,-1.589542609884885,-0.19304718935122075,0.0507123312287242,0.0507123312287242
FLC,sudden_load_increase_5pct,-2.077873916665034,-0.10175624838195417,0.0395041875262693,0.0395041875262693
FLC,sudden_load_increase_5pct,-2.5828147551435956,0.014970297500354527,0.0393757810986762,0.0393757810986762
